AccidentType,inckey,Fatalities,Injuries,TrackDamage,EquipmentDamage,HazmatCars,HazmatCarsDerailed,HazmatCarsReleasing,County,DisplayTime,calendar,Fiscal,AccidentCause,RailroadCodes,RAILEQUIPMENT_TYPE,CauseGroup,CauseDiscipline,TYPE_OF_TRACK,StateName,latitude,longitude,hour,cat
Side collision,1980:03:ATSF:220380102,0,0,100,11000,0,0,0,NOLAN,17:20,1980,1980,"H306,","ATSF,",67,"H3,","H,",YARD,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:01:SP:U0560,0,0,1400,3500,0,0,0,LAVACA,17:15,1980,1980,"H505,","SP,",7,"H5,","H,",YARD,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:01:RI:MK80146,0,0,6500,4750,6,6,0,MOORE,21:00,1980,1980,"T202,","RI,",1,"T2,","T,",YARD,Texas,31.827233,-99.423022,21,Evening
Side collision,1980:01:ATSF:200180102,0,0,0,11400,1,1,0,HUTCHINSON,3:30,1980,1980,"H307,H702,","ATSF,",67,"H3,H7,H3,H7,","H,",YARD,Texas,31.827233,-99.423022,3,Midnight
Derailments,1980:01:SP:F0400,0,0,6900,0,0,0,0,LIBERTY,18:30,1980,1980,"T216,","SP,",7,"T2,","T,",INDUSTRY,Texas,31.827233,-99.423022,18,Evening
Derailments,1980:01:SP:U0040,0,0,15000,215000,0,0,0,WILSON,19:45,1980,1980,"T222,","SP,",1,"T2,","T,",MAIN,Texas,31.827233,-99.423022,19,Evening
Derailments,1980:01:SP:W2110,0,0,3000,0,0,0,0,COLORADO,1:00,1980,1980,"T110,","SP,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,1,Midnight
Derailments,1980:01:HBT:AX3A80,0,0,4000,75,24,3,0,HARRIS,4:50,1980,1980,"T202,","HBT,",7,"T2,","T,",YARD,Texas,31.827233,-99.423022,4,Midnight
Highway-rail impact,1980:01:MKT:XA20S,0,0,4972,0,2,0,0,HARRIS,20:10,1980,1980,"M399,","MKT,",1,"M3,","M,",MAIN,Texas,31.827233,-99.423022,20,Evening
Side collision,1980:02:MP:80070,0,0,6000,27300,1,1,0,,21:55,1980,1980,"H307,","MP,",71,"H3,","H,",MAIN,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:01:RI:MK80159,0,0,4000,3100,0,0,0,MOORE,21:15,1980,1980,"T212,","RI,",7,"T2,","T,",MAIN,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:01:SP:F0090,0,0,35000,20000,2,0,0,ORANGE,18:40,1980,1980,"E40C,T107,","SP,",7,"E4,T1,","E,T,",SIDING,Texas,31.827233,-99.423022,18,Evening
Side collision,1980:01:SP:W0290,0,2,0,5000,0,0,0,HARRIS,4:20,1980,1980,"H302,","SP,",76,"H3,","H,",INDUSTRY,Texas,31.827233,-99.423022,4,Midnight
Derailments,1979:12:SSW:V7149,0,0,78000,418800,1,1,0,SMITH,20:20,1979,1980,"E52C,","SSW,",1,"E5,","E,",MAIN,Texas,31.827233,-99.423022,20,Evening
Side collision,1980:01:SP:U0750,0,4,4000,5200,0,0,0,TARRANT,21:45,1980,1980,"H306,","SP,",71,"H3,","H,",YARD,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:01:ATSF:200180101,0,0,16700,136500,3,0,0,HALE,20:25,1980,1980,"E53C,","ATSF,",1,"E5,","E,",MAIN,Texas,31.827233,-99.423022,20,Evening
Side collision,1979:12:SP:Z5149,0,0,2000,14000,0,0,0,HARRIS,20:15,1979,1980,"H305,","SP,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,20,Evening
Derailments,1980:01:SP:F0430,0,0,12500,950,0,0,0,JEFFERSON,23:40,1980,1980,"T102,T101,","MP,SP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,23,Evening
Raking collision,1979:12:SP:Z3219,0,0,0,4200,0,0,0,COLORADO,3:45,1979,1980,"H306,H018,","SP,",67,"H3,H0,H3,H0,","H,",YARD,Texas,31.827233,-99.423022,3,Midnight
Raking collision,1980:01:SP:W0060,0,0,0,9600,32,0,0,ANGELINA,2:10,1980,1980,"H018,","SP,",61,"H0,","H,",MAIN,Texas,31.827233,-99.423022,2,Midnight
Derailments,1980:01:SP:F0750,0,0,7400,12000,0,0,0,JEFFERSON,1:45,1980,1980,"T211,","SP,",1,"T2,","T,",YARD,Texas,31.827233,-99.423022,1,Midnight
Derailments,1980:01:SP:F0220,0,0,3500,800,0,0,0,ORANGE,22:55,1980,1980,"T110,","SP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,22,Evening
Derailments,1980:01:MP:80020,0,0,7580,135400,0,0,0,TRAVIS,20:50,1980,1980,"M503,","MP,",1,"M5,","M,",MAIN,Texas,31.827233,-99.423022,20,Evening
Rear end collision,1979:12:SP:S2489,0,136,0,79500,0,0,0,ORANGE,21:20,1979,1980,"H401,H699,","ATK,SP,",212,"H4,H6,","H,",MAIN,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:02:SP:F1550,0,0,3100,0,0,0,0,JEFFERSON,24:35:00,1980,1980,"H503,","SP,",7,"H5,","H,",YARD,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:01:SP:W0000,0,0,5000,8400,0,0,0,ANGELINA,21:30,1980,1980,"H212,","SP,",7,"H2,","H,",YARD,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:01:SP:W1030,0,0,2000,6000,0,0,0,HARRIS,4:45,1980,1980,"T314,","SP,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,4,Midnight
Derailments,1979:12:SLSF:T3A68,0,0,3000,4800,0,0,0,GRAYSON,21:25,1979,1980,"H503,","SLSF,",1,"H5,","H,",MAIN,Texas,31.827233,-99.423022,21,Evening
Side collision,1980:01:PTRA:JAN2,0,0,226,26500,0,0,0,HARRIS,17:00,1980,1980,"H401,","MKT,PTRA,",71,"H4,","H,",SIDING,Texas,31.827233,-99.423022,17,Evening
Other impacts,1979:12:SP:G9799,0,0,0,12800,0,0,0,BREWSTER,23:00,1979,1980,"E30C,","SP,",7,"E3,","E,",YARD,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:01:FWD:JT12,0,0,1800,9000,0,0,0,HARRIS,4:10,1980,1980,"T314,","FWD,",1,"T3,","T,",MAIN,Texas,31.827233,-99.423022,4,Midnight
Fire/violent rupture,1980:01:ATSF:230180102,0,0,0,12000,0,0,0,HARDIN,19:00,1980,1980,"M599,","ATSF,",5,"M5,","M,",YARD,Texas,31.827233,-99.423022,19,Evening
Fire/violent rupture,1980:01:HBT:AX2A80,0,0,0,4000,0,0,0,HARRIS,17:50,1980,1980,"M599,","HBT,",5,"M5,","M,",SIDING,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:01:SP:U0200,0,0,5450,0,0,0,0,LIMESTONE,18:00,1980,1980,"T111,","SP,",1,"T1,","T,",SIDING,Texas,31.827233,-99.423022,18,Evening
Derailments,1980:01:SP:U0030,0,0,4470,1500,0,0,0,GONZALES,18:30,1980,1980,"T108,","SP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,18,Evening
Derailments,1980:01:SP:16140,0,0,5875,2300,0,0,0,EL PASO,19:15,1980,1980,"H307,","SP,",8,"H3,","H,",YARD,Texas,31.827233,-99.423022,19,Evening
Derailments,1980:01:SP:U0280,0,0,5200,0,0,0,0,TRAVIS,23:40,1980,1980,"T111,","SP,",1,"T1,","T,",INDUSTRY,Texas,31.827233,-99.423022,23,Evening
Raking collision,1979:12:SP:Z3649,0,0,0,38000,0,0,0,HARRIS,24:50:00,1979,1980,"M599,","SP,",11,"M5,","M,",YARD,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:01:KCS:KCS320711,0,0,3177,2000,0,0,0,JEFFERSON,24:01:00,1980,1980,"T110,","KCS,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,24,Midnight
Derailments,1979:12:SP:Z4259,0,0,50,3200,0,0,0,HARRIS,24:15:00,1979,1980,"E43C,","SP,",7,"E4,","E,",YARD,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:01:SP:U0100,0,0,3500,200,0,0,0,GRAYSON,20:00,1980,1980,"H505,H306,","SLSF,SP,",8,"H5,H3,","H,",YARD,Texas,31.827233,-99.423022,20,Evening
Derailments,1980:01:SP:W0020,0,0,6000,2800,0,0,0,COLORADO,4:00,1980,1980,"T110,","SP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,4,Midnight
Derailments,1980:01:FWD:FW24,0,0,1000,2000,0,0,0,TARRANT,18:00,1980,1980,"T110,","FWD,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,18,Evening
Derailments,1980:01:SP:W0010,0,0,4000,2000,0,0,0,,18:30,1980,1980,"T113,","SP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,18,Evening
Derailments,1980:02:RI:MK80238,0,0,559,4350,0,0,0,MOORE,23:41,1980,1980,"T110,","RI,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:02:SP:W4010,0,0,25000,26800,0,0,0,,17:10,1980,1980,"H503,","SP,",1,"H5,","H,",MAIN,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:03:ATSF:200380101,0,0,1500,7250,2,0,0,CARSON,3:10,1980,1980,"E52C,","ATSF,",1,"E5,","E,",MAIN,Texas,31.827233,-99.423022,3,Midnight
Derailments,1980:02:PTRA:FEB3,0,0,5823,0,0,0,0,WICHITA,20:30,1980,1980,"T110,","PTRA,",1,"T1,","T,",SIDING,Texas,31.827233,-99.423022,20,Evening
Derailments,1980:02:ATSF:200280103,0,0,3500,59100,0,0,0,PRESIDIO,24:30:00,1980,1980,"T109,","ATSF,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:02:SP:W3420,0,0,7000,8300,0,0,0,HARRIS,1:30,1980,1980,"T101,T103,","SP,",61,"T1,","T,",MAIN,Texas,31.827233,-99.423022,1,Midnight
Derailments,1980:02:SP:W3090,0,0,7175,650,0,0,0,ANGELINA,3:45,1980,1980,"H503,","SP,",7,"H5,","H,",MAIN,Texas,31.827233,-99.423022,3,Midnight
Derailments,1980:02:SP:S1780,0,0,1200,8700,0,0,0,EL PASO,23:30,1980,1980,"T314,","SP,",8,"T3,","T,",YARD,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:02:LA:315286,0,0,4192,4800,0,0,0,HOPKINS,21:20,1980,1980,"T211,","LA,",1,"T2,","T,",MAIN,Texas,31.827233,-99.423022,21,Evening
Side collision,1980:02:SSW:K1830,0,0,500,9000,0,0,0,SMITH,3:40,1980,1980,"H401,","SSW,",67,"H4,","H,",YARD,Texas,31.827233,-99.423022,3,Midnight
Derailments,1980:02:SP:W4490,0,0,15000,0,0,0,0,HARRIS,21:30,1980,1980,"H312,","SP,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:02:SP:F1540,0,0,3000,0,0,0,0,LIBERTY,23:30,1980,1980,"T110,","SP,",7,"T1,","T,",INDUSTRY,Texas,31.827233,-99.423022,23,Evening
Raking collision,1980:02:SP:W5490,0,0,650,14000,0,0,0,HARRIS,21:55,1980,1980,"H305,T110,","HBT,SP,",17,"H3,T1,","H,T,",YARD,Texas,31.827233,-99.423022,21,Evening
Other impacts,1980:02:SP:U0760,0,0,5300,0,0,0,0,GUADALUPE,21:45,1980,1980,"H702,","SP,",8,"H7,","H,",MAIN,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:02:SP:W4230,0,0,3400,700,0,0,0,ANGELINA,22:35,1980,1980,"H704,","SP,",1,"H7,","H,",YARD,Texas,31.827233,-99.423022,22,Evening
Derailments,1980:02:HBT:AX2B80,0,0,750,2750,0,0,0,HARRIS,22:35,1980,1980,"T222,","HBT,",1,"T2,","T,",YARD,Texas,31.827233,-99.423022,22,Evening
Rear end collision,1980:02:ATSF:230280101,0,2,100,28393,1,0,0,BURLESON,21:30,1980,1980,"H699,","ATSF,",1,"H6,","H,",MAIN,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:02:ATSF:200280104,0,0,461569,1550,0,0,0,RANDALL,24:30:00,1980,1980,"E60C,","ATSF,",1,"E6,","E,",MAIN,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:02:SP:W3020,0,0,13000,0,0,0,0,HARRIS,17:00,1980,1980,"H702,","SP,",7,"H7,","H,",YARD,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:02:SP:W4670,0,0,10000,0,0,0,0,HARRIS,21:30,1980,1980,"T311,","SP,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:02:SLSF:T3A18,0,1,0,10500,0,0,0,GRAYSON,21:35,1980,1980,"H020,","SLSF,",1,"H0,","H,",YARD,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:02:SP:W4220,0,0,12000,100000,0,0,0,NACOGDOCHES,19:50,1980,1980,"M503,","SP,",1,"M5,","M,",MAIN,Texas,31.827233,-99.423022,19,Evening
Derailments,1980:02:MKT:AX10S,2,6,66000,2040000,0,0,0,GRAYSON,2:15,1980,1980,"H020,H305,","MKT,",86,"H0,H3,H0,","H,",MAIN,Texas,31.827233,-99.423022,2,Midnight
Derailments,1980:02:SP:W5620,0,0,250,8600,0,0,0,HARRIS,23:25,1980,1980,"T112,","SP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,23,Evening
Side collision,1980:02:ATSF:200280102,0,0,50,17800,8,2,0,HUTCHINSON,19:00,1980,1980,"H307,H702,","ATSF,",7,"H3,H7,","H,",YARD,Texas,31.827233,-99.423022,19,Evening
Derailments,1980:02:SP:U0870,0,0,55847,0,0,0,0,BASTROP,23:40,1980,1980,"T101,","SP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:02:ATSF:220280104,0,0,1900,39000,0,0,0,NOLAN,19:10,1980,1980,"E53C,","ATSF,",4,"E5,","E,",YARD,Texas,31.827233,-99.423022,19,Evening
Raking collision,1980:03:ATSF:220380104,0,0,850,5150,0,0,0,JOHNSON,19:15,1980,1980,"H306,","ATSF,",76,"H3,","H,",YARD,Texas,31.827233,-99.423022,19,Evening
Derailments,1980:02:SP:U1600,0,0,58000,903700,2,2,1,LIMESTONE,23:30,1980,1980,"E62C,","SP,",1,"E6,","E,",MAIN,Texas,31.827233,-99.423022,23,Evening
Side collision,1980:02:HBT:AX5B80,0,0,300,3500,0,0,0,HARRIS,24:30:00,1980,1980,"H306,","HBT,",1,"H3,","H,",YARD,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:02:SP:S2020,0,0,870,3400,0,0,0,EL PASO,20:15,1980,1980,"H521,","SP,",8,"H5,","H,",YARD,Texas,31.827233,-99.423022,20,Evening
Derailments,1980:02:RI:MK80204,0,0,3077,0,0,0,0,MOORE,17:00,1980,1980,"T202,","RI,",7,"T2,","T,",YARD,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:02:SP:F2120,0,0,2550,6500,0,0,0,JEFFERSON,1:50,1980,1980,"E46C,","SP,",1,"E4,","E,",YARD,Texas,31.827233,-99.423022,1,Midnight
Derailments,1980:02:ATSF:200280105,0,0,5000,15900,11,1,1,LUBBOCK,21:35,1980,1980,"T207,","ATSF,",1,"T2,","T,",YARD,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:02:SP:W4110,0,0,3000,13000,0,0,0,HARRIS,21:15,1980,1980,"T314,","SP,",1,"T3,","T,",MAIN,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:02:ATSF:200280101,0,0,7740,9000,0,0,0,POTTER,1:25,1980,1980,"T299,","ATSF,",1,"T2,","T,",MAIN,Texas,31.827233,-99.423022,1,Midnight
Derailments,1980:02:PTRA:FEB2,0,0,9597,0,0,0,0,WICHITA,4:50,1980,1980,"T111,","PTRA,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,4,Midnight
Derailments,1980:02:ATSF:220280106,0,0,3500,3100,0,0,0,DALLAS,23:00,1980,1980,"T110,","ATSF,SP,",7,"T1,","T,",MAIN,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:02:ATSF:230280102,0,0,75000,40500,0,0,0,AUSTIN,23:00,1980,1980,"T102,","ATSF,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:02:SP:W3190,0,0,3500,0,0,0,0,HARRIS,19:00,1980,1980,"H503,","SP,",7,"H5,","H,",INDUSTRY,Texas,31.827233,-99.423022,19,Evening
Side collision,1980:02:SP:W5340,0,0,0,10161,3,0,0,HARRIS,23:15,1980,1980,"H018,","SP,",86,"H0,","H,",INDUSTRY,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:02:RI:MK80203,0,0,2300,1800,0,0,0,,23:45,1980,1980,"T110,","RI,",7,"T1,","T,",SIDING,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:02:ATSF:220280102,0,0,4900,1600,0,0,0,DENTON,24:10:00,1980,1980,"E53C,","ATSF,",1,"E5,","E,",MAIN,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:02:SP:W3330,0,0,7000,0,0,0,0,HARRIS,22:00,1980,1980,"H503,","SP,",7,"H5,","H,",YARD,Texas,31.827233,-99.423022,22,Evening
Derailments,1980:02:SP:U1410,0,0,2500,500,0,0,0,GONZALES,1:00,1980,1980,"H312,","SP,",1,"H3,","H,",MAIN,Texas,31.827233,-99.423022,1,Midnight
Other impacts,1980:02:SP:U1750,0,0,5000,0,0,0,0,CALDWELL,19:50,1980,1980,"H702,","SP,",1,"H7,","H,",MAIN,Texas,31.827233,-99.423022,19,Evening
Derailments,1980:02:HBT:AX1B80,0,0,0,6600,1,1,1,HARRIS,3:00,1980,1980,"H307,","HBT,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,3,Midnight
Derailments,1980:02:SP:W4250,0,0,6500,35000,0,0,0,WHARTON,18:00,1980,1980,"T202,","SP,",1,"T2,","T,",SIDING,Texas,31.827233,-99.423022,18,Evening
Side collision,1980:02:SLSF:T3A23,0,0,0,22450,0,0,0,DALLAS,3:00,1980,1980,"H306,","FWD,SLSF,",17,"H3,","H,",YARD,Texas,31.827233,-99.423022,3,Midnight
Side collision,1980:02:SP:U1220,0,2,14500,103200,0,0,0,BEXAR,17:15,1980,1980,"H099,","SP,",67,"H0,","H,",YARD,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:02:ATSF:220280101,0,0,46000,132500,0,0,0,BROWN,17:45,1980,1980,"E45C,","ATSF,",1,"E4,","E,",MAIN,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:02:LA:327130,0,0,0,5000,0,0,0,CASS,21:55,1980,1980,"E34C,","LA,",1,"E3,","E,",MAIN,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:03:SP:W6390,0,0,55000,29000,0,0,0,FORT BEND,17:40,1980,1980,"H021,","SP,",1,"H0,","H,",MAIN,Texas,31.827233,-99.423022,17,Evening
Side collision,1980:03:PTRA:MAR1,0,0,553,13500,0,0,0,HARRIS,19:00,1980,1980,"T110,T113,","HBT,PTRA,",77,"T1,","T,",YARD,Texas,31.827233,-99.423022,19,Evening
Derailments,1980:03:MP:80072,0,0,1500,9950,0,0,0,WILLIAMSON,23:20,1980,1980,"T314,T222,E46C,","MKT,MP,",11,"T3,T2,E4,","T,E,",MAIN,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:02:MKT:AX13S,0,0,1700,1650,0,0,0,MCLENNAN,22:20,1980,1980,"E86C,","MKT,",7,"E8,","E,",YARD,Texas,31.827233,-99.423022,22,Evening
Derailments,1980:02:RI:WF222,0,0,7285,132000,0,0,0,WHEELER,22:00,1980,1980,"T202,","RI,",1,"T2,","T,",MAIN,Texas,31.827233,-99.423022,22,Evening
Derailments,1980:02:SP:U0770,0,0,5600,0,0,0,0,,21:30,1980,1980,"T212,","SP,",1,"T2,","T,",MAIN,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:02:SP:U1140,0,0,2000,1500,0,0,0,ELLIS,2:30,1980,1980,"T204,","SP,",7,"T2,","T,",YARD,Texas,31.827233,-99.423022,2,Midnight
Raking collision,1980:04:ATSF:220480102,0,0,0,5740,0,0,0,TARRANT,4:10,1980,1980,"H307,","ATSF,",57,"H3,","H,",YARD,Texas,31.827233,-99.423022,4,Midnight
Other impacts,1980:03:SP:U2300,0,0,13840,0,0,0,0,BURLESON,4:45,1980,1980,"H999,","SP,",1,"H9,","H,",MAIN,Texas,31.827233,-99.423022,4,Midnight
Derailments,1980:03:HBT:AX1C80,0,0,23850,350,0,0,0,HARRIS,22:10,1980,1980,"E07C,","HBT,",7,"E0,","E,",YARD,Texas,31.827233,-99.423022,22,Evening
Derailments,1980:04:FWD:JT39,0,0,18000,262660,0,0,0,GRIMES,24:50:00,1980,1980,"T101,","FWD,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:03:MP:80083,0,0,600,17000,5,5,0,BROOKS,19:50,1980,1980,"T113,","MP,",7,"T1,","T,",INDUSTRY,Texas,31.827233,-99.423022,19,Evening
Derailments,1980:04:SP:W8220,0,0,8000,0,1,0,0,HARRIS,24:10:00,1980,1980,"H503,","SP,",1,"H5,","H,",MAIN,Texas,31.827233,-99.423022,24,Midnight
Fire/violent rupture,1980:03:SP:F3350,0,0,0,12000,0,0,0,TYLER,21:30,1980,1980,"M503,","SP,",1,"M5,","M,",MAIN,Texas,31.827233,-99.423022,21,Evening
Side collision,1980:03:SP:S2550,0,0,590,6300,0,0,0,EL PASO,3:00,1980,1980,"H020,","SP,",7,"H0,","H,",YARD,Texas,31.827233,-99.423022,3,Midnight
Derailments,1980:03:TN:RE2,0,0,12720,0,0,0,0,MORRIS,17:00,1980,1980,"T311,","TN,",8,"T3,","T,",YARD,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:05:PTRA:M2,0,0,0,4600,0,0,0,WICHITA,18:25,1980,1980,"H306,","PTRA,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,18,Evening
Derailments,1980:04:ATSF:230480101,0,0,3000,17900,0,0,0,JEFFERSON,3:15,1980,1980,"T210,T221,","ATSF,",61,"T2,","T,",YARD,Texas,31.827233,-99.423022,3,Midnight
Side collision,1980:04:FWD:FW105,0,0,0,8000,0,0,0,TARRANT,4:45,1980,1980,"H302,","FWD,",75,"H3,","H,",YARD,Texas,31.827233,-99.423022,4,Midnight
Derailments,1980:03:KCS:320074,0,0,10000,30400,0,0,0,JEFFERSON,17:25,1980,1980,"T314,","KCS,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,17,Evening
Raking collision,1980:03:SP:W7600,0,0,0,6000,0,0,0,SAN PATRICIO,24:01:00,1980,1980,"H999,","SP,",67,"H9,","H,",YARD,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:03:SP:F4180,0,0,900,7900,2,2,1,HARRIS,23:50,1980,1980,"M405,","SP,",1,"M4,","M,",SIDING,Texas,31.827233,-99.423022,23,Evening
Side collision,1980:03:SP:W6160,0,0,213,7000,1,1,0,HARRIS,2:30,1980,1980,"H307,","SP,",67,"H3,","H,",YARD,Texas,31.827233,-99.423022,2,Midnight
Derailments,1980:03:FWD:FW75,0,0,0,27325,0,0,0,TARRANT,4:20,1980,1980,"E07C,","FWD,",1,"E0,","E,",YARD,Texas,31.827233,-99.423022,4,Midnight
Derailments,1980:03:SP:F3490,0,0,4000,0,3,3,0,CHAMBERS,2:00,1980,1980,"T110,","SP,",7,"T1,","T,",INDUSTRY,Texas,31.827233,-99.423022,2,Midnight
Derailments,1980:03:SP:U2370,0,0,3500,0,0,0,0,GONZALES,17:00,1980,1980,"T001,","SP,",1,"T0,","T,",MAIN,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:04:ATSF:220480101,0,0,0,5700,0,0,0,TARRANT,1:50,1980,1980,"E32C,","ATSF,",1,"E3,","E,",MAIN,Texas,31.827233,-99.423022,1,Midnight
Derailments,1980:03:SP:U2260,0,0,6200,7500,0,0,0,KAUFMAN,24:15:00,1980,1980,"M501,","SP,",1,"M5,","M,",MAIN,Texas,31.827233,-99.423022,24,Midnight
Raking collision,1980:03:HBT:AX2C80,0,0,990,37500,0,0,0,HARRIS,24:01:00,1980,1980,"H702,","HBT,",7,"H7,","H,",YARD,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:03:SP:W6880,0,0,6000,3300,0,0,0,HARRIS,19:50,1980,1980,"M401,","SP,",1,"M4,","M,",MAIN,Texas,31.827233,-99.423022,19,Evening
Derailments,1980:03:SP:F4240,0,0,4000,1500,0,0,0,LIBERTY,3:30,1980,1980,"T113,","SP,",1,"T1,","T,",INDUSTRY,Texas,31.827233,-99.423022,3,Midnight
Derailments,1980:03:SP:W6440,0,0,100,4500,0,0,0,HARRIS,21:00,1980,1980,"H601,","SP,",7,"H6,","H,",YARD,Texas,31.827233,-99.423022,21,Evening
Derailments,1980:04:ATSF:230480102,0,0,3000,18800,2,2,0,JEFFERSON,1:30,1980,1980,"E46C,T307,","ATSF,SP,",1,"E4,T3,","E,T,",MAIN,Texas,31.827233,-99.423022,1,Midnight
Head on collision,1980:03:FWD:FW71,0,0,0,5000,0,0,0,POTTER,17:36,1980,1980,"H018,","FWD,",51,"H0,","H,",YARD,Texas,31.827233,-99.423022,17,Evening
Derailments,1980:03:SP:W5650,0,0,6000,2000,0,0,0,HARRIS,2:40,1980,1980,"T102,","SP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,2,Midnight
Raking collision,1980:04:ATSF:220480104,0,0,0,10480,0,0,0,BROWN,23:00,1980,1980,"H307,","ATSF,",76,"H3,","H,",YARD,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:03:SP:S2400,0,0,2997,5500,0,0,0,EL PASO,24:00:00,1980,1980,"E64C,E60C,","MP,SP,",7,"E6,","E,",YARD,Texas,31.827233,-99.423022,24,Midnight
Derailments,1980:03:SP:F3980,0,0,5400,0,2,2,0,JEFFERSON,1:20,1980,1980,"T110,","SP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,1,Midnight
Head on collision,1980:03:SP:F3500,0,0,1500,59800,0,0,0,HARRIS,22:15,1980,1980,"H307,","SP,",86,"H3,","H,",MAIN,Texas,31.827233,-99.423022,22,Evening
Fire/violent rupture,1980:05:ATSF:230580106,0,0,0,20000,0,0,0,MONTGOMERY,3:00,1980,1980,"M503,","ATSF,",6,"M5,","M,",SIDING,Texas,31.827233,-99.423022,3,Midnight
Derailments,1980:03:MKT:AX17S,0,0,2000,12950,2,0,0,GRAYSON,23:45,1980,1980,"H702,M503,","MKT,",1,"H7,M5,","H,M,",YARD,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:03:SP:W5630,0,0,4000,0,0,0,0,HARRIS,23:40,1980,1980,"T311,","SP,",1,"T3,","T,",MAIN,Texas,31.827233,-99.423022,23,Evening
Derailments,1980:04:KCS:325711,0,0,1000,8500,0,0,0,JEFFERSON,24:30:00,1980,1980,"T101,","KCS,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,24,Midnight
Highway-rail impact,1980:03:SSW:K3350,0,0,8680,1500,0,0,0,CAMP,20:55,1980,1980,"M399,","SSW,",1,"M3,","M,",MAIN,Texas,31.827233,-99.423022,20,Evening
Derailments,1980:03:MP:80081,0,0,0,9700,0,0,0,BRAZORIA,17:00,1980,1980,"H099,","MP,",7,"H0,","H,",YARD,Texas,31.827233,-99.423022,17,Evening
Raking collision,1980:03:SP:F3290,0,0,0,5300,0,0,0,JEFFERSON,3:00,1980,1980,"H306,","SP,",87,"H3,","H,",YARD,Texas,31.827233,-99.423022,3,Midnight
